2022-07-02T14:41:15.898957Z stderr F I0702 14:41:15.898285       1 serving.go:348] Generated self-signed cert in-memory
2022-07-02T14:41:22.1217619Z stderr F W0702 14:41:22.121484       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.1217798Z stderr F E0702 14:41:22.121537       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Pod: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.3795416Z stderr F W0702 14:41:22.379320       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.3795676Z stderr F E0702 14:41:22.379369       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolume: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.4800917Z stderr F W0702 14:41:22.479849       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.480108Z stderr F E0702 14:41:22.479902       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Node: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.6098969Z stderr F W0702 14:41:22.609651       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.6099341Z stderr F E0702 14:41:22.609731       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicationController: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.6202978Z stderr F W0702 14:41:22.619972       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.6203207Z stderr F E0702 14:41:22.620035       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolumeClaim: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.8078629Z stderr F W0702 14:41:22.807691       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.8078857Z stderr F E0702 14:41:22.807754       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Service: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.8900625Z stderr F W0702 14:41:22.889832       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.8900884Z stderr F E0702 14:41:22.889901       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PodDisruptionBudget: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.9543524Z stderr F W0702 14:41:22.954173       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:22.9543704Z stderr F E0702 14:41:22.954269       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Namespace: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:23.0736424Z stderr F W0702 14:41:23.071876       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:23.0736736Z stderr F E0702 14:41:23.071934       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIDriver: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:23.2496906Z stderr F W0702 14:41:23.249432       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:23.2497192Z stderr F E0702 14:41:23.249505       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicaSet: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:23.8554079Z stderr F W0702 14:41:23.854872       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:23.8554513Z stderr F E0702 14:41:23.854961       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIStorageCapacity: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:25.9632347Z stderr F W0702 14:41:25.962854       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:25.9632618Z stderr F E0702 14:41:25.962940       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolume: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:26.147983Z stderr F W0702 14:41:26.147742       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:26.1480145Z stderr F E0702 14:41:26.147813       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolumeClaim: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:26.2549687Z stderr F W0702 14:41:26.254799       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:26.2550017Z stderr F E0702 14:41:26.254921       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicationController: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:26.9114223Z stderr F W0702 14:41:26.911096       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:26.9114536Z stderr F E0702 14:41:26.911239       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StorageClass: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.0237958Z stderr F W0702 14:41:27.023507       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.0238476Z stderr F E0702 14:41:27.023608       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Node: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.2892478Z stderr F W0702 14:41:27.289018       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.2892681Z stderr F E0702 14:41:27.289091       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StatefulSet: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.2956358Z stderr F W0702 14:41:27.295376       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.2956563Z stderr F E0702 14:41:27.295474       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIStorageCapacity: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.4701662Z stderr F W0702 14:41:27.469932       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.4701875Z stderr F E0702 14:41:27.470050       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Namespace: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.4781107Z stderr F W0702 14:41:27.477863       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.4781351Z stderr F E0702 14:41:27.477947       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIDriver: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.6040461Z stderr F W0702 14:41:27.603819       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.6040867Z stderr F E0702 14:41:27.603904       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Pod: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.9788583Z stderr F W0702 14:41:27.978602       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:27.9788865Z stderr F E0702 14:41:27.978660       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Service: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:28.0692295Z stderr F W0702 14:41:28.069047       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:28.0692582Z stderr F E0702 14:41:28.069089       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSINode: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:28.1230251Z stderr F W0702 14:41:28.122803       1 reflector.go:324] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:28.1230477Z stderr F E0702 14:41:28.122871       1 reflector.go:138] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: Failed to watch *v1.ConfigMap: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:28.340055Z stderr F W0702 14:41:28.339815       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:28.3400741Z stderr F E0702 14:41:28.339883       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PodDisruptionBudget: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:29.490967Z stderr F W0702 14:41:29.490688       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T14:41:29.4910056Z stderr F E0702 14:41:29.490787       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicaSet: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
